Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Header_menu,Chrome 126.0.0.0,,,24-07-2024 17:42:26,24-07-2024 17:46:08,3m - 41.535s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC23_HeaderMenu_Women_product_type_Basics,Chrome 126.0.0.0,,,24-07-2024 17:42:27,24-07-2024 17:42:41,14.065s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,24-07-2024 17:42:27,24-07-2024 17:42:36,8.654s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,24-07-2024 17:42:36,24-07-2024 17:42:36,0.100s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,24-07-2024 17:42:36,24-07-2024 17:42:39,3.164s,PASSED
"if (department == ""Women"" && type == ""Basics"")",Chrome 126.0.0.0,,,24-07-2024 17:42:39,24-07-2024 17:42:39,0.002s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,24-07-2024 17:42:39,24-07-2024 17:42:41,1.378s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC24_HeaderMenu_Women_product_type_Blazer,Chrome 126.0.0.0,,,24-07-2024 17:42:41,24-07-2024 17:42:57,15.924s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,24-07-2024 17:42:41,24-07-2024 17:42:47,6.036s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,24-07-2024 17:42:47,24-07-2024 17:42:47,0.160s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,24-07-2024 17:42:47,24-07-2024 17:42:50,3.522s,PASSED
"if (department == ""Women"" && type == ""Blazer"")",Chrome 126.0.0.0,,,24-07-2024 17:42:50,24-07-2024 17:42:50,0.001s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,24-07-2024 17:42:50,24-07-2024 17:42:57,6.101s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC25_HeaderMenu_Kids_product_type_Girl,Chrome 126.0.0.0,,,24-07-2024 17:42:57,24-07-2024 17:43:08,11.898s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,24-07-2024 17:42:57,24-07-2024 17:43:05,7.999s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,24-07-2024 17:43:05,24-07-2024 17:43:05,0.107s,PASSED
