Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
All Products,Chrome 126.0.0.0,,,18-07-2024 21:36:52,18-07-2024 21:38:50,1m - 57.394s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Product Overview/TC08_Check_display_info_product_01,Chrome 126.0.0.0,,,18-07-2024 21:36:53,18-07-2024 21:37:07,13.964s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,18-07-2024 21:36:53,18-07-2024 21:36:59,6.142s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,18-07-2024 21:36:59,18-07-2024 21:36:59,0.077s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Product_item"", [""product_name"":product_name]), 5)",Chrome 126.0.0.0,,,18-07-2024 21:36:59,18-07-2024 21:37:03,3.604s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Dashboard/Product_item"", [""product_name"":product_name]))",Chrome 126.0.0.0,,,18-07-2024 21:37:03,18-07-2024 21:37:03,0.329s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Product Overview/Product_Overview_page""), 5)",Chrome 126.0.0.0,,,18-07-2024 21:37:03,18-07-2024 21:37:04,1.377s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Product Overview/Product_title"", [""product_name"":product_name]), 5)",Chrome 126.0.0.0,,,18-07-2024 21:37:04,18-07-2024 21:37:05,0.282s,PASSED
"price_web = getText(findTestObject(""Object Repository/Shopping Cart/Product Overview/Product_price""))",Chrome 126.0.0.0,,,18-07-2024 21:37:05,18-07-2024 21:37:05,0.289s,PASSED
get_price = price_web.contains(price),Chrome 126.0.0.0,,,18-07-2024 21:37:05,18-07-2024 21:37:05,0.003s,PASSED
"verifyEqual(get_price, true)",Chrome 126.0.0.0,,,18-07-2024 21:37:05,18-07-2024 21:37:05,0.031s,PASSED
"actual_color = getText(findTestObject(""Object Repository/Shopping Cart/Product Overview/Product_color"")).toLowerCase()",Chrome 126.0.0.0,,,18-07-2024 21:37:05,18-07-2024 21:37:05,0.290s,PASSED
"verifyMatch(actual_color, color, true)",Chrome 126.0.0.0,,,18-07-2024 21:37:05,18-07-2024 21:37:05,0.015s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,18-07-2024 21:37:05,18-07-2024 21:37:07,1.153s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Product Overview/TC09_Check_display_info_product_02,Chrome 126.0.0.0,,,18-07-2024 21:37:07,18-07-2024 21:37:19,12.483s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,18-07-2024 21:37:07,18-07-2024 21:37:13,6.512s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,18-07-2024 21:37:13,18-07-2024 21:37:13,0.044s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Product_item"", [""product_name"":product_name]), 5)",Chrome 126.0.0.0,,,18-07-2024 21:37:13,18-07-2024 21:37:15,2.044s,PASSED
