Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Header_menu,Chrome 127.0.0.0,,,26-07-2024 11:41:59,26-07-2024 11:45:46,3m - 47.609s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC23_HeaderMenu_Women_product_type_Basics,Chrome 127.0.0.0,,,26-07-2024 11:41:59,26-07-2024 11:42:13,14.070s,PASSED
openBrowser(Dashborad_URL),Chrome 127.0.0.0,,,26-07-2024 11:42:00,26-07-2024 11:42:10,9.941s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,26-07-2024 11:42:10,26-07-2024 11:42:10,0.145s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 127.0.0.0,,,26-07-2024 11:42:10,26-07-2024 11:42:11,1.820s,PASSED
"if (department == ""Women"" && type == ""Basics"")",Chrome 127.0.0.0,,,26-07-2024 11:42:11,26-07-2024 11:42:11,0.006s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,26-07-2024 11:42:11,26-07-2024 11:42:13,1.655s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC24_HeaderMenu_Women_product_type_Blazer,Chrome 127.0.0.0,,,26-07-2024 11:42:13,26-07-2024 11:42:29,15.617s,PASSED
openBrowser(Dashborad_URL),Chrome 127.0.0.0,,,26-07-2024 11:42:13,26-07-2024 11:42:26,12.605s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,26-07-2024 11:42:26,26-07-2024 11:42:26,0.211s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 127.0.0.0,,,26-07-2024 11:42:26,26-07-2024 11:42:28,2.237s,PASSED
"if (department == ""Women"" && type == ""Blazer"")",Chrome 127.0.0.0,,,26-07-2024 11:42:28,26-07-2024 11:42:28,0.002s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,26-07-2024 11:42:28,26-07-2024 11:42:29,0.425s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC25_HeaderMenu_Kids_product_type_Girl,Chrome 127.0.0.0,,,26-07-2024 11:42:29,26-07-2024 11:42:43,14.471s,PASSED
openBrowser(Dashborad_URL),Chrome 127.0.0.0,,,26-07-2024 11:42:29,26-07-2024 11:42:39,10.124s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,26-07-2024 11:42:39,26-07-2024 11:42:39,0.100s,PASSED
