Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Header_menu_All,Chrome 126.0.0.0,,,19-07-2024 21:17:01,19-07-2024 21:19:16,2m - 15.048s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC30_HeaderMenu_All_products_01,Chrome 126.0.0.0,,,19-07-2024 21:17:01,19-07-2024 21:17:14,13.388s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,19-07-2024 21:17:01,19-07-2024 21:17:10,8.913s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 21:17:10,19-07-2024 21:17:10,0.104s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,19-07-2024 21:17:10,19-07-2024 21:17:13,2.760s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Header/Header_menu_All_products""))",Chrome 126.0.0.0,,,19-07-2024 21:17:13,19-07-2024 21:17:13,0.359s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Product_item"", [""product_name"":product_name]), 5)",Chrome 126.0.0.0,,,19-07-2024 21:17:13,19-07-2024 21:17:14,0.760s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-07-2024 21:17:14,19-07-2024 21:17:14,0.154s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC31_HeaderMenu_All_products_02,Chrome 126.0.0.0,,,19-07-2024 21:17:14,19-07-2024 21:17:27,12.174s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,19-07-2024 21:17:14,19-07-2024 21:17:21,6.960s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 21:17:21,19-07-2024 21:17:21,0.066s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,19-07-2024 21:17:21,19-07-2024 21:17:22,0.283s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Header/Header_menu_All_products""))",Chrome 126.0.0.0,,,19-07-2024 21:17:22,19-07-2024 21:17:25,3.648s,PASSED
