Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Logout,Chrome 127.0.0.0,,,26-07-2024 11:52:10,26-07-2024 11:52:40,30.017s,PASSED
,,,,,,,
Test Cases/Healthcare/Log out/TC09_Logout_via_Burger_menu,Chrome 127.0.0.0,,,26-07-2024 11:52:10,26-07-2024 11:52:26,15.268s,PASSED
store.Authentication.HC_Login_Burger_menu.Login_via_Burger_menu(),Chrome 127.0.0.0,,,26-07-2024 11:52:11,26-07-2024 11:52:23,12.436s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Burger menu/a_Burger_menu""))",Chrome 127.0.0.0,,,26-07-2024 11:52:23,26-07-2024 11:52:24,0.314s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Healthcare/Burger menu/Slidebar_opened""), 3)",Chrome 127.0.0.0,,,26-07-2024 11:52:24,26-07-2024 11:52:24,0.282s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Burger menu/a_Logout""))",Chrome 127.0.0.0,,,26-07-2024 11:52:24,26-07-2024 11:52:25,0.967s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Healthcare/Dashboard/Dashboard_page""), 3)",Chrome 127.0.0.0,,,26-07-2024 11:52:25,26-07-2024 11:52:25,0.279s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,26-07-2024 11:52:25,26-07-2024 11:52:26,0.613s,PASSED
,,,,,,,
Test Cases/Healthcare/Log out/TC10_Logout_via_Profile_page,Chrome 127.0.0.0,,,26-07-2024 11:52:26,26-07-2024 11:52:40,14.349s,PASSED
store.Function.Access_HC_Profile.Access_Profile(),Chrome 127.0.0.0,,,26-07-2024 11:52:26,26-07-2024 11:52:37,10.981s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Profile/Logout_btn""))",Chrome 127.0.0.0,,,26-07-2024 11:52:37,26-07-2024 11:52:38,0.915s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Healthcare/Dashboard/Dashboard_page""), 3)",Chrome 127.0.0.0,,,26-07-2024 11:52:38,26-07-2024 11:52:38,0.340s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,26-07-2024 11:52:38,26-07-2024 11:52:40,1.943s,PASSED
