Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Checkout_logged_in,Chrome 126.0.0.0,,,24-07-2024 19:00:19,24-07-2024 19:08:35,8m - 16.499s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Check out/TC50_Logged_in_Checkout,Chrome 126.0.0.0,,,24-07-2024 19:00:19,24-07-2024 19:08:35,8m - 16.259s,PASSED
"store.Authentication.Login.Login_successed(username, password)",Chrome 126.0.0.0,,,24-07-2024 19:00:20,24-07-2024 19:04:05,3m - 45.142s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,24-07-2024 19:04:05,24-07-2024 19:04:05,0.011s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Product_item"", [""product_name"":product_name]), 3)",Chrome 126.0.0.0,,,24-07-2024 19:04:05,24-07-2024 19:04:35,30.047s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Dashboard/Product_item"", [""product_name"":product_name]))",Chrome 126.0.0.0,,,24-07-2024 19:04:35,24-07-2024 19:05:05,30.101s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Product Overview/Product_Overview_page""), 3)",Chrome 126.0.0.0,,,24-07-2024 19:05:05,24-07-2024 19:05:35,30.041s,PASSED
store.Function.Check_out_product.Check_out_a_product(),Chrome 126.0.0.0,,,24-07-2024 19:05:35,24-07-2024 19:08:05,2m - 30.392s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Check out/Success page/Checkout_success_page""), 5)",Chrome 126.0.0.0,,,24-07-2024 19:08:05,24-07-2024 19:08:35,30.046s,PASSED
