Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Burger_menu_log_out,Chrome 126.0.0.0,,,19-07-2024 20:24:02,19-07-2024 20:24:18,15.806s,PASSED
,,,,,,,
Test Cases/Healthcare/Buger Menu/TC04_Logged_out_Check_display,Chrome 126.0.0.0,,,19-07-2024 20:24:03,19-07-2024 20:24:18,15.656s,PASSED
openBrowser(HC_Dashborad_URL),Chrome 126.0.0.0,,,19-07-2024 20:24:03,19-07-2024 20:24:09,6.163s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 20:24:09,19-07-2024 20:24:09,0.084s,PASSED
"click(findTestObject(""Object Repository/Healthcare/Burger menu/a_Burger_menu""))",Chrome 126.0.0.0,,,19-07-2024 20:24:09,19-07-2024 20:24:10,0.630s,PASSED
delay(5),Chrome 126.0.0.0,,,19-07-2024 20:24:10,19-07-2024 20:24:15,5.082s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Healthcare/Burger menu/Slidebar_opened""), 3)",Chrome 126.0.0.0,,,19-07-2024 20:24:15,19-07-2024 20:24:15,0.434s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Healthcare/Burger menu/a_Home""), 3)",Chrome 126.0.0.0,,,19-07-2024 20:24:15,19-07-2024 20:24:16,0.337s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Healthcare/Burger menu/a_Login""), 3)",Chrome 126.0.0.0,,,19-07-2024 20:24:16,19-07-2024 20:24:16,0.286s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Healthcare/Burger menu/a_History""), 3)",Chrome 126.0.0.0,,,19-07-2024 20:24:16,19-07-2024 20:24:16,0.569s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Healthcare/Burger menu/a_Profile""), 3)",Chrome 126.0.0.0,,,19-07-2024 20:24:16,19-07-2024 20:24:17,0.265s,PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Healthcare/Burger menu/a_Logout""), 3)",Chrome 126.0.0.0,,,19-07-2024 20:24:17,19-07-2024 20:24:17,0.321s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-07-2024 20:24:17,19-07-2024 20:24:18,1.202s,PASSED
