Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sign in,Chrome 126.0.0.0,,,19-07-2024 20:44:24,19-07-2024 20:47:21,2m - 56.753s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Sign in/TC01_Fill_wrong_username_password_format,Chrome 126.0.0.0,,,19-07-2024 20:44:25,19-07-2024 20:45:12,47.579s,PASSED
openBrowser(Login_URL),Chrome 126.0.0.0,,,19-07-2024 20:44:25,19-07-2024 20:44:39,13.835s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 20:44:39,19-07-2024 20:44:39,0.051s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Sign in/Sign_in_page""), 10)",Chrome 126.0.0.0,,,19-07-2024 20:44:39,19-07-2024 20:44:40,0.368s,PASSED
"setText(findTestObject(""Object Repository/Shopping Cart/Sign in/Email_input""), username)",Chrome 126.0.0.0,,,19-07-2024 20:44:40,19-07-2024 20:44:40,0.880s,PASSED
"setText(findTestObject(""Object Repository/Shopping Cart/Sign in/Password_input""), password)",Chrome 126.0.0.0,,,19-07-2024 20:44:40,19-07-2024 20:44:41,0.597s,PASSED
"sendKeys(findTestObject(""Object Repository/Shopping Cart/Sign in/Password_input""), Keys.chord(TAB))",Chrome 126.0.0.0,,,19-07-2024 20:44:41,19-07-2024 20:44:42,0.529s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Sign in/Email_error_message_lb""), 10)",Chrome 126.0.0.0,,,19-07-2024 20:44:42,19-07-2024 20:44:42,0.481s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Sign in/Password_error_message_lb""), 10)",Chrome 126.0.0.0,,,19-07-2024 20:44:42,19-07-2024 20:45:12,30.048s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-07-2024 20:45:12,19-07-2024 20:45:12,0.130s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Sign in/TC01_Fill_wrong_username_password_format,Chrome 126.0.0.0,,,19-07-2024 20:45:12,19-07-2024 20:45:30,17.246s,PASSED
openBrowser(Login_URL),Chrome 126.0.0.0,,,19-07-2024 20:45:12,19-07-2024 20:45:26,13.735s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 20:45:26,19-07-2024 20:45:26,0.036s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Sign in/Sign_in_page""), 10)",Chrome 126.0.0.0,,,19-07-2024 20:45:26,19-07-2024 20:45:27,0.607s,PASSED
"setText(findTestObject(""Object Repository/Shopping Cart/Sign in/Email_input""), username)",Chrome 126.0.0.0,,,19-07-2024 20:45:27,19-07-2024 20:45:27,0.626s,PASSED
"setText(findTestObject(""Object Repository/Shopping Cart/Sign in/Password_input""), password)",Chrome 126.0.0.0,,,19-07-2024 20:45:27,19-07-2024 20:45:28,0.815s,PASSED
"sendKeys(findTestObject(""Object Repository/Shopping Cart/Sign in/Password_input""), Keys.chord(TAB))",Chrome 126.0.0.0,,,19-07-2024 20:45:28,19-07-2024 20:45:29,0.513s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Sign in/Email_error_message_lb""), 10)",Chrome 126.0.0.0,,,19-07-2024 20:45:29,19-07-2024 20:45:29,0.477s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Shopping Cart/Sign in/Password_error_message_lb""), 10)",Chrome 126.0.0.0,,,19-07-2024 20:45:29,19-07-2024 20:45:29,0.264s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-07-2024 20:45:29,19-07-2024 20:45:30,0.140s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Sign in/TC01_Fill_wrong_username_password_format,Chrome 126.0.0.0,,,19-07-2024 20:45:30,19-07-2024 20:45:47,17.665s,PASSED
openBrowser(Login_URL),Chrome 126.0.0.0,,,19-07-2024 20:45:30,19-07-2024 20:45:40,10.371s,PASSED
