Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Header_menu,Chrome 126.0.0.0,,,19-07-2024 20:26:01,19-07-2024 20:30:37,4m - 36.020s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC23_HeaderMenu_Women_product_type_Basics,Chrome 126.0.0.0,,,19-07-2024 20:26:01,19-07-2024 20:26:17,15.752s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,19-07-2024 20:26:01,19-07-2024 20:26:10,8.633s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 20:26:10,19-07-2024 20:26:10,0.112s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,19-07-2024 20:26:10,19-07-2024 20:26:16,6.290s,PASSED
"if (department == ""Women"" && type == ""Basics"")",Chrome 126.0.0.0,,,19-07-2024 20:26:16,19-07-2024 20:26:16,0.002s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-07-2024 20:26:16,19-07-2024 20:26:17,0.140s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC24_HeaderMenu_Women_product_type_Blazer,Chrome 126.0.0.0,,,19-07-2024 20:26:17,19-07-2024 20:26:23,6.801s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,19-07-2024 20:26:17,19-07-2024 20:26:23,5.949s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 20:26:23,19-07-2024 20:26:23,0.049s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,19-07-2024 20:26:23,19-07-2024 20:26:23,0.464s,PASSED
"if (department == ""Women"" && type == ""Blazer"")",Chrome 126.0.0.0,,,19-07-2024 20:26:23,19-07-2024 20:26:23,0.002s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-07-2024 20:26:23,19-07-2024 20:26:23,0.150s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC25_HeaderMenu_Kids_product_type_Girl,Chrome 126.0.0.0,,,19-07-2024 20:26:23,19-07-2024 20:26:44,20.563s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,19-07-2024 20:26:23,19-07-2024 20:26:38,14.780s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 20:26:38,19-07-2024 20:26:38,0.048s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,19-07-2024 20:26:38,19-07-2024 20:26:44,5.476s,PASSED
"if (department == ""Kids"" && type == ""Girl"")",Chrome 126.0.0.0,,,19-07-2024 20:26:44,19-07-2024 20:26:44,0.001s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-07-2024 20:26:44,19-07-2024 20:26:44,0.136s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC26_HeaderMenu_Kids_product_type_Boy,Chrome 126.0.0.0,,,19-07-2024 20:26:44,19-07-2024 20:27:00,16.486s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,19-07-2024 20:26:44,19-07-2024 20:26:54,10.423s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 20:26:54,19-07-2024 20:26:55,0.049s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,19-07-2024 20:26:55,19-07-2024 20:27:00,5.651s,PASSED
"if (department == ""Kids"" && type == ""Boy"")",Chrome 126.0.0.0,,,19-07-2024 20:27:00,19-07-2024 20:27:00,0.002s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-07-2024 20:27:00,19-07-2024 20:27:00,0.216s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC27_HeaderMenu_Men_product_type_Knitwear,Chrome 126.0.0.0,,,19-07-2024 20:27:00,19-07-2024 20:27:18,17.240s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,19-07-2024 20:27:00,19-07-2024 20:27:11,10.634s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 20:27:11,19-07-2024 20:27:11,0.164s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,19-07-2024 20:27:11,19-07-2024 20:27:17,6.200s,PASSED
"if (department == ""Men"" && type == ""Knitwear"")",Chrome 126.0.0.0,,,19-07-2024 20:27:17,19-07-2024 20:27:17,0.001s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-07-2024 20:27:17,19-07-2024 20:27:18,0.133s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC28_HeaderMenu_Men_product_type_Jeans,Chrome 126.0.0.0,,,19-07-2024 20:27:18,19-07-2024 20:27:35,17.005s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,19-07-2024 20:27:18,19-07-2024 20:27:28,10.509s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 20:27:28,19-07-2024 20:27:28,0.096s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,19-07-2024 20:27:28,19-07-2024 20:27:34,6.150s,PASSED
"if (department == ""Men"" && type == ""Jeans"")",Chrome 126.0.0.0,,,19-07-2024 20:27:34,19-07-2024 20:27:34,0.002s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-07-2024 20:27:34,19-07-2024 20:27:35,0.137s,PASSED
,,,,,,,
