Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search,Chrome 126.0.0.0,,,24-07-2024 18:49:25,24-07-2024 18:54:19,4m - 53.736s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Search/TC22_Search_and_check_detail_info_product_01,Chrome 126.0.0.0,,,24-07-2024 18:49:25,24-07-2024 18:51:46,2m - 20.269s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,24-07-2024 18:49:26,24-07-2024 18:49:44,18.888s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,24-07-2024 18:49:44,24-07-2024 18:49:45,0.129s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,24-07-2024 18:49:45,24-07-2024 18:50:15,30.237s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Dashboard/Search_input""))",Chrome 126.0.0.0,,,24-07-2024 18:50:15,24-07-2024 18:50:45,30.138s,PASSED
"setText(findTestObject(""Object Repository/Shopping Cart/Dashboard/Search_input""), product_name)",Chrome 126.0.0.0,,,24-07-2024 18:50:45,24-07-2024 18:51:45,1m - 0.269s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,24-07-2024 18:51:45,24-07-2024 18:51:45,0.274s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Search/TC40_Search_and_check_detail_info_product_02,Chrome 126.0.0.0,,,24-07-2024 18:51:46,24-07-2024 18:51:59,13.550s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,24-07-2024 18:51:46,24-07-2024 18:51:51,5.389s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,24-07-2024 18:51:51,24-07-2024 18:51:51,0.116s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,24-07-2024 18:51:51,24-07-2024 18:51:58,6.529s,PASSED
"click(findTestObject(""Object Repository/Shopping Cart/Dashboard/Search_input""))",Chrome 126.0.0.0,,,24-07-2024 18:51:58,24-07-2024 18:51:58,0.328s,PASSED
"setText(findTestObject(""Object Repository/Shopping Cart/Dashboard/Search_input""), product_name)",Chrome 126.0.0.0,,,24-07-2024 18:51:58,24-07-2024 18:51:59,0.944s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,24-07-2024 18:51:59,24-07-2024 18:51:59,0.196s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Search/TC41_Search_and_check_detail_info_product_03,Chrome 126.0.0.0,,,24-07-2024 18:51:59,24-07-2024 18:52:36,36.416s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,24-07-2024 18:51:59,24-07-2024 18:52:27,28.264s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,24-07-2024 18:52:27,24-07-2024 18:52:28,0.049s,PASSED
