Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Header_menu,Chrome 126.0.0.0,,,26-07-2024 00:09:20,26-07-2024 00:12:54,3m - 33.937s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC23_HeaderMenu_Women_product_type_Basics,Chrome 126.0.0.0,,,26-07-2024 00:09:20,26-07-2024 00:09:32,11.548s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,26-07-2024 00:09:21,26-07-2024 00:09:28,7.406s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,26-07-2024 00:09:28,26-07-2024 00:09:28,0.137s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,26-07-2024 00:09:28,26-07-2024 00:09:31,3.313s,PASSED
"if (department == ""Women"" && type == ""Basics"")",Chrome 126.0.0.0,,,26-07-2024 00:09:31,26-07-2024 00:09:31,0.002s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,26-07-2024 00:09:31,26-07-2024 00:09:32,0.225s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC24_HeaderMenu_Women_product_type_Blazer,Chrome 126.0.0.0,,,26-07-2024 00:09:32,26-07-2024 00:09:38,6.443s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,26-07-2024 00:09:32,26-07-2024 00:09:38,5.701s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,26-07-2024 00:09:38,26-07-2024 00:09:38,0.185s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,26-07-2024 00:09:38,26-07-2024 00:09:38,0.281s,PASSED
"if (department == ""Women"" && type == ""Blazer"")",Chrome 126.0.0.0,,,26-07-2024 00:09:38,26-07-2024 00:09:38,0.001s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,26-07-2024 00:09:38,26-07-2024 00:09:38,0.158s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC25_HeaderMenu_Kids_product_type_Girl,Chrome 126.0.0.0,,,26-07-2024 00:09:38,26-07-2024 00:09:44,5.844s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,26-07-2024 00:09:38,26-07-2024 00:09:44,5.288s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,26-07-2024 00:09:44,26-07-2024 00:09:44,0.048s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,26-07-2024 00:09:44,26-07-2024 00:09:44,0.271s,PASSED
"if (department == ""Kids"" && type == ""Girl"")",Chrome 126.0.0.0,,,26-07-2024 00:09:44,26-07-2024 00:09:44,0.000s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,26-07-2024 00:09:44,26-07-2024 00:09:44,0.151s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC26_HeaderMenu_Kids_product_type_Boy,Chrome 126.0.0.0,,,26-07-2024 00:09:44,26-07-2024 00:09:50,5.824s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,26-07-2024 00:09:44,26-07-2024 00:09:49,5.166s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,26-07-2024 00:09:49,26-07-2024 00:09:49,0.148s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,26-07-2024 00:09:49,26-07-2024 00:09:50,0.281s,PASSED
"if (department == ""Kids"" && type == ""Boy"")",Chrome 126.0.0.0,,,26-07-2024 00:09:50,26-07-2024 00:09:50,0.001s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,26-07-2024 00:09:50,26-07-2024 00:09:50,0.158s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC27_HeaderMenu_Men_product_type_Knitwear,Chrome 126.0.0.0,,,26-07-2024 00:09:50,26-07-2024 00:10:02,12.279s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,26-07-2024 00:09:50,26-07-2024 00:09:59,9.445s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,26-07-2024 00:09:59,26-07-2024 00:09:59,0.037s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,26-07-2024 00:09:59,26-07-2024 00:10:02,2.578s,PASSED
"if (department == ""Men"" && type == ""Knitwear"")",Chrome 126.0.0.0,,,26-07-2024 00:10:02,26-07-2024 00:10:02,0.001s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,26-07-2024 00:10:02,26-07-2024 00:10:02,0.159s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC28_HeaderMenu_Men_product_type_Jeans,Chrome 126.0.0.0,,,26-07-2024 00:10:02,26-07-2024 00:10:12,10.319s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,26-07-2024 00:10:02,26-07-2024 00:10:12,9.789s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,26-07-2024 00:10:12,26-07-2024 00:10:12,0.054s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,26-07-2024 00:10:12,26-07-2024 00:10:12,0.283s,PASSED
"if (department == ""Men"" && type == ""Jeans"")",Chrome 126.0.0.0,,,26-07-2024 00:10:12,26-07-2024 00:10:12,0.000s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,26-07-2024 00:10:12,26-07-2024 00:10:12,0.137s,PASSED
,,,,,,,
Test Cases/Shopping Cart/Filter/TC29_HeaderMenu_Men_product_type_Jackets,Chrome 126.0.0.0,,,26-07-2024 00:10:12,26-07-2024 00:10:25,12.346s,PASSED
openBrowser(Dashborad_URL),Chrome 126.0.0.0,,,26-07-2024 00:10:12,26-07-2024 00:10:21,8.712s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,26-07-2024 00:10:21,26-07-2024 00:10:21,0.044s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Shopping Cart/Dashboard/Dashboard_page""), 5)",Chrome 126.0.0.0,,,26-07-2024 00:10:21,26-07-2024 00:10:24,3.262s,PASSED
